Route,Cost,Region,Time
Distribution Centre Auckland--Countdown Manurewa--Countdown Papatoetoe--Countdown Takanini--Distribution Centre Auckland,634.98125,SR1,2.822138888888889
Distribution Centre Auckland--Countdown Papakura--Countdown Papatoetoe--Countdown Takanini--Distribution Centre Auckland,797.369375,SR1,3.5438638888888887
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Mangere Mall--Countdown Manukau--Distribution Centre Auckland,800.72875,SR1,3.5587944444444446
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Mangere Mall--Countdown Manukau Mall--Distribution Centre Auckland,730.903125,SR1,3.2484583333333337
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Mangere Mall--Countdown Manurewa--Distribution Centre Auckland,741.1875,SR1,3.294166666666667
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Mangere Mall--Countdown Papakura--Distribution Centre Auckland,924.2809722222222,SR1,4.088294444444444
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Mangere Mall--Countdown Papatoetoe--Distribution Centre Auckland,686.4381249999999,SR1,3.050836111111111
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Mangere Mall--Countdown Takanini--Distribution Centre Auckland,824.0393750000001,SR1,3.6623972222222223
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Manukau--Countdown Manukau Mall--Distribution Centre Auckland,777.8975,SR1,3.4573222222222224
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Manukau--Countdown Manurewa--Distribution Centre Auckland,814.600625,SR1,3.6204472222222224
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Manukau--Countdown Papakura--Distribution Centre Auckland,996.8672222222225,SR1,4.3522444444444455
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Manukau--Countdown Papatoetoe--Distribution Centre Auckland,749.25125,SR1,3.3300055555555557
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Manukau--Countdown Takanini--Distribution Centre Auckland,883.428125,SR1,3.926347222222222
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Manukau Mall--Countdown Manurewa--Distribution Centre Auckland,744.7750000000001,SR1,3.3101111111111114
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Manukau Mall--Countdown Papatoetoe--Distribution Centre Auckland,691.765,SR1,3.074511111111111
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Manukau Mall--Countdown Takanini--Distribution Centre Auckland,813.2275,SR1,3.6143444444444444
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Manurewa--Countdown Papatoetoe--Distribution Centre Auckland,721.7149999999999,SR1,3.2076222222222217
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Manurewa--Countdown Takanini--Distribution Centre Auckland,830.26625,SR1,3.690072222222222
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Papakura--Countdown Takanini--Distribution Centre Auckland,935.8638194444444,SR1,4.130413888888889
Distribution Centre Auckland--Countdown Airport--Countdown Mangere East--Countdown Papatoetoe--Countdown Takanini--Distribution Centre Auckland,794.7925,SR1,3.532411111111111
Distribution Centre Auckland--Countdown Airport--Countdown Mangere Mall--Countdown Manukau--Countdown Manukau Mall--Distribution Centre Auckland,767.6849999999998,SR1,3.411933333333333
Distribution Centre Auckland--Countdown Airport--Countdown Mangere Mall--Countdown Manukau--Countdown Manurewa--Distribution Centre Auckland,804.3881249999998,SR1,3.575058333333333
Distribution Centre Auckland--Countdown Airport--Countdown Mangere Mall--Countdown Manukau--Countdown Papakura--Distribution Centre Auckland,984.3852777777779,SR1,4.306855555555556
Distribution Centre Auckland--Countdown Airport--Countdown Mangere Mall--Countdown Manukau--Countdown Papatoetoe--Distribution Centre Auckland,739.0387499999998,SR1,3.284616666666666
Distribution Centre Auckland--Countdown Airport--Countdown Mangere Mall--Countdown Manukau--Countdown Takanini--Distribution Centre Auckland,873.2156249999999,SR1,3.880958333333333
Distribution Centre Auckland--Countdown Airport--Countdown Mangere Mall--Countdown Manukau Mall--Countdown Manurewa--Distribution Centre Auckland,734.5625,SR1,3.2647222222222223
Distribution Centre Auckland--Countdown Airport--Countdown Mangere Mall--Countdown Manukau Mall--Countdown Papakura--Distribution Centre Auckland,898.84125,SR1,3.9948499999999996
Distribution Centre Auckland--Countdown Airport--Countdown Mangere Mall--Countdown Manukau Mall--Countdown Papatoetoe--Distribution Centre Auckland,681.5524999999999,SR1,3.0291222222222216
Distribution Centre Auckland--Countdown Airport--Countdown Mangere Mall--Countdown Manukau Mall--Countdown Takanini--Distribution Centre Auckland,803.0149999999999,SR1,3.568955555555555
Distribution Centre Auckland--Countdown Airport--Countdown Mangere Mall--Countdown Manurewa--Countdown Papatoetoe--Distribution Centre Auckland,711.5024999999999,SR1,3.162233333333333
Distribution Centre Auckland--Countdown Airport--Countdown Mangere Mall--Countdown Manurewa--Countdown Takanini--Distribution Centre Auckland,820.05375,SR1,3.6446833333333335
Distribution Centre Auckland--Countdown Airport--Countdown Mangere Mall--Countdown Papakura--Countdown Takanini--Distribution Centre Auckland,923.3818749999999,SR1,4.085025
Distribution Centre Auckland--Countdown Airport--Countdown Mangere Mall--Countdown Papatoetoe--Countdown Takanini--Distribution Centre Auckland,795.7418749999999,SR1,3.536630555555555
Distribution Centre Auckland--Countdown Airport--Countdown Manukau--Countdown Manukau Mall--Countdown Manurewa--Distribution Centre Auckland,794.166875,SR1,3.5296305555555554
Distribution Centre Auckland--Countdown Airport--Countdown Manukau--Countdown Manukau Mall--Countdown Papatoetoe--Distribution Centre Auckland,741.1568749999999,SR1,3.294030555555555
Distribution Centre Auckland--Countdown Airport--Countdown Manukau--Countdown Manukau Mall--Countdown Takanini--Distribution Centre Auckland,862.6193749999999,SR1,3.8338638888888883
Distribution Centre Auckland--Countdown Airport--Countdown Manukau--Countdown Manurewa--Countdown Papatoetoe--Distribution Centre Auckland,797.5256249999999,SR1,3.544558333333333
Distribution Centre Auckland--Countdown Airport--Countdown Manukau--Countdown Manurewa--Countdown Takanini--Distribution Centre Auckland,907.4272916666665,SR1,4.027008333333333
Distribution Centre Auckland--Countdown Airport--Countdown Manukau--Countdown Papakura--Countdown Takanini--Distribution Centre Auckland,1011.3803472222221,SR1,4.405019444444444
Distribution Centre Auckland--Countdown Airport--Countdown Manukau--Countdown Papatoetoe--Countdown Takanini--Distribution Centre Auckland,871.165,SR1,3.871844444444444
Distribution Centre Auckland--Countdown Airport--Countdown Manukau Mall--Countdown Manurewa--Countdown Papatoetoe--Distribution Centre Auckland,728.2243749999998,SR1,3.236552777777777
Distribution Centre Auckland--Countdown Airport--Countdown Manukau Mall--Countdown Manurewa--Countdown Takanini--Distribution Centre Auckland,836.7756249999999,SR1,3.7190027777777774
Distribution Centre Auckland--Countdown Airport--Countdown Manukau Mall--Countdown Papakura--Countdown Takanini--Distribution Centre Auckland,926.2197222222223,SR1,4.095344444444445
Distribution Centre Auckland--Countdown Airport--Countdown Manukau Mall--Countdown Papatoetoe--Countdown Takanini--Distribution Centre Auckland,814.2031249999999,SR1,3.6186805555555552
Distribution Centre Auckland--Countdown Airport--Countdown Manurewa--Countdown Papatoetoe--Countdown Takanini--Distribution Centre Auckland,839.4924999999998,SR1,3.7310777777777773
Distribution Centre Auckland--Countdown Mangere East--Countdown Mangere Mall--Countdown Manukau--Countdown Manukau Mall--Distribution Centre Auckland,694.2962499999999,SR1,3.0857611111111107
Distribution Centre Auckland--Countdown Mangere East--Countdown Mangere Mall--Countdown Manukau--Countdown Manurewa--Distribution Centre Auckland,730.9993749999999,SR1,3.2488861111111107
Distribution Centre Auckland--Countdown Mangere East--Countdown Mangere Mall--Countdown Manukau--Countdown Papakura--Distribution Centre Auckland,895.6537500000001,SR1,3.9806833333333334
Distribution Centre Auckland--Countdown Mangere East--Countdown Mangere Mall--Countdown Manukau--Countdown Papatoetoe--Distribution Centre Auckland,665.6499999999999,SR1,2.958444444444444
Distribution Centre Auckland--Countdown Mangere East--Countdown Mangere Mall--Countdown Manukau--Countdown Takanini--Distribution Centre Auckland,799.826875,SR1,3.554786111111111
Distribution Centre Auckland--Countdown Mangere East--Countdown Mangere Mall--Countdown Manukau Mall--Countdown Manurewa--Distribution Centre Auckland,661.1737499999999,SR1,2.9385499999999998
Distribution Centre Auckland--Countdown Mangere East--Countdown Mangere Mall--Countdown Manukau Mall--Countdown Papakura--Distribution Centre Auckland,825.4525,SR1,3.6686777777777775
Distribution Centre Auckland--Countdown Mangere East--Countdown Mangere Mall--Countdown Manukau Mall--Countdown Papatoetoe--Distribution Centre Auckland,608.1637499999999,SR1,2.70295
Distribution Centre Auckland--Countdown Mangere East--Countdown Mangere Mall--Countdown Manukau Mall--Countdown Takanini--Distribution Centre Auckland,729.62625,SR1,3.2427833333333336
Distribution Centre Auckland--Countdown Mangere East--Countdown Mangere Mall--Countdown Manurewa--Countdown Papakura--Distribution Centre Auckland,844.5937500000001,SR1,3.7537500000000006
Distribution Centre Auckland--Countdown Mangere East--Countdown Mangere Mall--Countdown Manurewa--Countdown Papatoetoe--Distribution Centre Auckland,638.11375,SR1,2.836061111111111
Distribution Centre Auckland--Countdown Mangere East--Countdown Mangere Mall--Countdown Manurewa--Countdown Takanini--Distribution Centre Auckland,746.6650000000001,SR1,3.3185111111111114
Distribution Centre Auckland--Countdown Mangere East--Countdown Mangere Mall--Countdown Papakura--Countdown Papatoetoe--Distribution Centre Auckland,800.501875,SR1,3.557786111111111
Distribution Centre Auckland--Countdown Mangere East--Countdown Mangere Mall--Countdown Papakura--Countdown Takanini--Distribution Centre Auckland,845.741875,SR1,3.758852777777778
Distribution Centre Auckland--Countdown Mangere East--Countdown Mangere Mall--Countdown Papatoetoe--Countdown Takanini--Distribution Centre Auckland,722.353125,SR1,3.2104583333333334
Distribution Centre Auckland--Countdown Mangere East--Countdown Manukau--Countdown Manukau Mall--Countdown Manurewa--Distribution Centre Auckland,708.168125,SR1,3.147413888888889
Distribution Centre Auckland--Countdown Mangere East--Countdown Manukau--Countdown Manukau Mall--Countdown Papakura--Distribution Centre Auckland,872.4468749999999,SR1,3.877541666666666
