Route, Time [min] 
Distribution Centre Auckland--Countdown Lynfield--Countdown Te Atatu--Distribution Centre Auckland, 132.68133333333333
Distribution Centre Auckland--Countdown Lynfield--Countdown Te Atatu South--Distribution Centre Auckland, 125.47283333333334
Distribution Centre Auckland--Countdown Lynfield--Countdown Westgate--Distribution Centre Auckland, 151.443
Distribution Centre Auckland--Countdown Lynmall--Countdown Northwest--Distribution Centre Auckland, 143.98149999999998
Distribution Centre Auckland--Countdown Lynmall--Countdown Te Atatu--Distribution Centre Auckland, 134.99616666666665
Distribution Centre Auckland--Countdown Lynmall--Countdown Te Atatu South--Distribution Centre Auckland, 127.78766666666667
Distribution Centre Auckland--Countdown Lynmall--Countdown Westgate--Distribution Centre Auckland, 153.75783333333334
Distribution Centre Auckland--Countdown Northwest--Countdown Te Atatu--Distribution Centre Auckland, 142.6055
Distribution Centre Auckland--Countdown Northwest--Countdown Te Atatu South--Distribution Centre Auckland, 137.107
Distribution Centre Auckland--Countdown Northwest--Countdown Westgate--Distribution Centre Auckland, 144.40800000000002
Distribution Centre Auckland--Countdown Te Atatu--Countdown Te Atatu South--Distribution Centre Auckland, 127.111
Distribution Centre Auckland--Countdown Te Atatu--Countdown Westgate--Distribution Centre Auckland, 153.64233333333334
Distribution Centre Auckland--Countdown Te Atatu South--Countdown Westgate--Distribution Centre Auckland, 145.28583333333336
