Route,Cost,Region,Time
Distribution Centre Auckland--Countdown Manukau Mall--Countdown Manurewa--SuperValue Flatbush--Distribution Centre Auckland,882.8306249999998,SR1,3.923691666666666
Distribution Centre Auckland--Countdown Manukau Mall--Countdown Manurewa--SuperValue Papakura--Distribution Centre Auckland,1035.4184027777778,SR1,4.492430555555556
Distribution Centre Auckland--Countdown Manukau Mall--Countdown Papakura--SuperValue Flatbush--Distribution Centre Auckland,1033.328402777778,SR1,4.484830555555556
Distribution Centre Auckland--Countdown Manukau Mall--Countdown Papatoetoe--Countdown Takanini--Distribution Centre Auckland,1020.7326388888888,SR1,4.439027777777778
Distribution Centre Auckland--Countdown Manukau Mall--Countdown Papatoetoe--SuperValue Flatbush--Distribution Centre Auckland,859.3131250000001,SR1,3.819169444444445
Distribution Centre Auckland--Countdown Manukau Mall--Countdown Papatoetoe--SuperValue Papakura--Distribution Centre Auckland,1039.6350694444445,SR1,4.507763888888889
Distribution Centre Auckland--Countdown Manukau Mall--Countdown Takanini--SuperValue Flatbush--Distribution Centre Auckland,885.13625,SR1,3.933938888888889
Distribution Centre Auckland--Countdown Manukau Mall--Countdown Takanini--SuperValue Papakura--Distribution Centre Auckland,953.0100694444444,SR1,4.192763888888889
Distribution Centre Auckland--Countdown Manukau Mall--SuperValue Flatbush--SuperValue Papakura--Distribution Centre Auckland,889.270625,SR1,3.952313888888889
Distribution Centre Auckland--Countdown Manurewa--Countdown Papakura--SuperValue Flatbush--Distribution Centre Auckland,1056.723263888889,SR1,4.569902777777778
Distribution Centre Auckland--Countdown Manurewa--Countdown Papatoetoe--Countdown Takanini--Distribution Centre Auckland,1057.3381944444443,SR1,4.5721388888888885
Distribution Centre Auckland--Countdown Manurewa--Countdown Papatoetoe--SuperValue Flatbush--Distribution Centre Auckland,889.2631250000001,SR1,3.952280555555556
Distribution Centre Auckland--Countdown Manurewa--Countdown Papatoetoe--SuperValue Papakura--Distribution Centre Auckland,1076.240625,SR1,4.640874999999999
Distribution Centre Auckland--Countdown Manurewa--Countdown Takanini--SuperValue Flatbush--Distribution Centre Auckland,902.6583333333332,SR1,4.009666666666666
Distribution Centre Auckland--Countdown Manurewa--Countdown Takanini--SuperValue Papakura--Distribution Centre Auckland,973.8352083333334,SR1,4.268491666666667
Distribution Centre Auckland--Countdown Manurewa--SuperValue Flatbush--SuperValue Papakura--Distribution Centre Auckland,923.1855555555555,SR1,4.084311111111111
Distribution Centre Auckland--Countdown Papakura--Countdown Papatoetoe--SuperValue Flatbush--Distribution Centre Auckland,1050.9765277777778,SR1,4.5490055555555555
Distribution Centre Auckland--Countdown Papakura--Countdown Takanini--SuperValue Flatbush--Distribution Centre Auckland,989.3772916666666,SR1,4.325008333333333
Distribution Centre Auckland--Countdown Papakura--Countdown Takanini--SuperValue Papakura--Distribution Centre Auckland,1060.5541666666666,SR1,4.583833333333333
Distribution Centre Auckland--Countdown Papakura--SuperValue Flatbush--SuperValue Papakura--Distribution Centre Auckland,1095.09875,SR1,4.70945
Distribution Centre Auckland--Countdown Papatoetoe--Countdown Takanini--SuperValue Flatbush--Distribution Centre Auckland,893.9575,SR1,3.9731444444444444
Distribution Centre Auckland--Countdown Papatoetoe--Countdown Takanini--SuperValue Papakura--Distribution Centre Auckland,963.7915972222222,SR1,4.231969444444444
Distribution Centre Auckland--Countdown Papatoetoe--SuperValue Flatbush--SuperValue Papakura--Distribution Centre Auckland,881.6825,SR1,3.918588888888889
Distribution Centre Auckland--Countdown Takanini--SuperValue Flatbush--SuperValue Papakura--Distribution Centre Auckland,943.6035416666667,SR1,4.158558333333334
