Route, Time [min] 
Distribution Centre Auckland--Countdown Ponsonby--Countdown St Johns--Distribution Centre Auckland, 207.81550000000001
Distribution Centre Auckland--Countdown Ponsonby--Countdown St Lukes--Distribution Centre Auckland, 183.27133333333333
Distribution Centre Auckland--Countdown Ponsonby--Countdown Three Kings--Distribution Centre Auckland, 199.76016666666666
Distribution Centre Auckland--Countdown Ponsonby--Countdown Victoria Street West--Distribution Centre Auckland, 204.6175
Distribution Centre Auckland--Countdown Pt Chevalier--Countdown St Johns--Distribution Centre Auckland, 211.493
Distribution Centre Auckland--Countdown Pt Chevalier--Countdown St Lukes--Distribution Centre Auckland, 182.4406666666667
Distribution Centre Auckland--Countdown Pt Chevalier--Countdown Three Kings--Distribution Centre Auckland, 201.50000000000003
Distribution Centre Auckland--Countdown Pt Chevalier--Countdown Victoria Street West--Distribution Centre Auckland, 210.35766666666666
Distribution Centre Auckland--Countdown St Johns--Countdown St Lukes--Distribution Centre Auckland, 193.52116666666666
Distribution Centre Auckland--Countdown St Johns--Countdown Three Kings--Distribution Centre Auckland, 199.31383333333335
Distribution Centre Auckland--Countdown St Johns--Countdown Victoria Street West--Distribution Centre Auckland, 212.23199999999997
Distribution Centre Auckland--Countdown St Lukes--Countdown Three Kings--Distribution Centre Auckland, 181.03416666666666
Distribution Centre Auckland--Countdown St Lukes--Countdown Victoria Street West--Distribution Centre Auckland, 200.01983333333334
Distribution Centre Auckland--Countdown Three Kings--Countdown Victoria Street West--Distribution Centre Auckland, 210.87616666666668
Distribution Centre Auckland--Countdown Auckland City--Countdown Metro Albert Street--Countdown Metro Halsey Street--Distribution Centre Auckland, 201.64800000000002
Distribution Centre Auckland--Countdown Auckland City--Countdown Metro Albert Street--Countdown Mt Eden--Distribution Centre Auckland, 231.7001666666667
Distribution Centre Auckland--Countdown Auckland City--Countdown Metro Albert Street--Countdown Mt Roskill--Distribution Centre Auckland, 235.25333333333336
Distribution Centre Auckland--Countdown Auckland City--Countdown Metro Albert Street--Countdown Newmarket--Distribution Centre Auckland, 235.07583333333335
Distribution Centre Auckland--Countdown Auckland City--Countdown Metro Albert Street--Countdown Onehunga--Distribution Centre Auckland, 232.04233333333335
Distribution Centre Auckland--Countdown Auckland City--Countdown Metro Albert Street--Countdown Ponsonby--Distribution Centre Auckland, 238.90733333333336
Distribution Centre Auckland--Countdown Auckland City--Countdown Metro Albert Street--Countdown St Lukes--Distribution Centre Auckland, 232.77783333333335
Distribution Centre Auckland--Countdown Auckland City--Countdown Metro Halsey Street--Countdown Mt Eden--Distribution Centre Auckland, 232.435
Distribution Centre Auckland--Countdown Auckland City--Countdown Metro Halsey Street--Countdown Mt Roskill--Distribution Centre Auckland, 232.1825
Distribution Centre Auckland--Countdown Auckland City--Countdown Metro Halsey Street--Countdown Newmarket--Distribution Centre Auckland, 233.8925
Distribution Centre Auckland--Countdown Auckland City--Countdown Metro Halsey Street--Countdown Onehunga--Distribution Centre Auckland, 228.97166666666666
Distribution Centre Auckland--Countdown Auckland City--Countdown Metro Halsey Street--Countdown Ponsonby--Distribution Centre Auckland, 234.93733333333333
Distribution Centre Auckland--Countdown Auckland City--Countdown Metro Halsey Street--Countdown Pt Chevalier--Distribution Centre Auckland, 239.22050000000002
Distribution Centre Auckland--Countdown Auckland City--Countdown Metro Halsey Street--Countdown St Lukes--Distribution Centre Auckland, 229.70700000000002
Distribution Centre Auckland--Countdown Greenlane--Countdown Grey Lynn--Countdown Metro Halsey Street--Distribution Centre Auckland, 237.62116666666668
Distribution Centre Auckland--Countdown Greenlane--Countdown Metro Albert Street--Countdown Metro Halsey Street--Distribution Centre Auckland, 202.44299999999998
Distribution Centre Auckland--Countdown Greenlane--Countdown Metro Albert Street--Countdown Mt Eden--Distribution Centre Auckland, 232.49516666666665
Distribution Centre Auckland--Countdown Greenlane--Countdown Metro Albert Street--Countdown Mt Roskill--Distribution Centre Auckland, 236.04833333333332
Distribution Centre Auckland--Countdown Greenlane--Countdown Metro Albert Street--Countdown Newmarket--Distribution Centre Auckland, 235.8708333333333
Distribution Centre Auckland--Countdown Greenlane--Countdown Metro Albert Street--Countdown Onehunga--Distribution Centre Auckland, 232.8373333333333
Distribution Centre Auckland--Countdown Greenlane--Countdown Metro Albert Street--Countdown Ponsonby--Distribution Centre Auckland, 239.7023333333333
Distribution Centre Auckland--Countdown Greenlane--Countdown Metro Albert Street--Countdown St Lukes--Distribution Centre Auckland, 233.5728333333333
Distribution Centre Auckland--Countdown Greenlane--Countdown Metro Halsey Street--Countdown Mt Eden--Distribution Centre Auckland, 231.0536666666667
Distribution Centre Auckland--Countdown Greenlane--Countdown Metro Halsey Street--Countdown Mt Roskill--Distribution Centre Auckland, 230.8011666666667
Distribution Centre Auckland--Countdown Greenlane--Countdown Metro Halsey Street--Countdown Newmarket--Distribution Centre Auckland, 232.51116666666667
Distribution Centre Auckland--Countdown Greenlane--Countdown Metro Halsey Street--Countdown Onehunga--Distribution Centre Auckland, 227.59033333333332
Distribution Centre Auckland--Countdown Greenlane--Countdown Metro Halsey Street--Countdown Ponsonby--Distribution Centre Auckland, 233.55599999999998
Distribution Centre Auckland--Countdown Greenlane--Countdown Metro Halsey Street--Countdown Pt Chevalier--Distribution Centre Auckland, 237.83916666666667
Distribution Centre Auckland--Countdown Greenlane--Countdown Metro Halsey Street--Countdown St Lukes--Distribution Centre Auckland, 228.32566666666668
Distribution Centre Auckland--Countdown Grey Lynn--Countdown Grey Lynn Central--Countdown Metro Halsey Street--Distribution Centre Auckland, 237.74033333333335
Distribution Centre Auckland--Countdown Grey Lynn--Countdown Metro Albert Street--Countdown Metro Halsey Street--Distribution Centre Auckland, 206.3175
Distribution Centre Auckland--Countdown Grey Lynn--Countdown Metro Albert Street--Countdown Mt Eden--Distribution Centre Auckland, 236.36966666666666
Distribution Centre Auckland--Countdown Grey Lynn--Countdown Metro Albert Street--Countdown Mt Roskill--Distribution Centre Auckland, 239.92283333333333
Distribution Centre Auckland--Countdown Grey Lynn--Countdown Metro Albert Street--Countdown Newmarket--Distribution Centre Auckland, 239.74533333333332
Distribution Centre Auckland--Countdown Grey Lynn--Countdown Metro Albert Street--Countdown Onehunga--Distribution Centre Auckland, 236.71183333333332
Distribution Centre Auckland--Countdown Grey Lynn--Countdown Metro Albert Street--Countdown St Lukes--Distribution Centre Auckland, 237.44733333333332
Distribution Centre Auckland--Countdown Grey Lynn--Countdown Metro Halsey Street--Countdown Mt Eden--Distribution Centre Auckland, 231.01583333333332
Distribution Centre Auckland--Countdown Grey Lynn--Countdown Metro Halsey Street--Countdown Mt Roskill--Distribution Centre Auckland, 230.76333333333332
Distribution Centre Auckland--Countdown Grey Lynn--Countdown Metro Halsey Street--Countdown Newmarket--Distribution Centre Auckland, 232.47333333333333
Distribution Centre Auckland--Countdown Grey Lynn--Countdown Metro Halsey Street--Countdown Onehunga--Distribution Centre Auckland, 227.55249999999998
Distribution Centre Auckland--Countdown Grey Lynn--Countdown Metro Halsey Street--Countdown Ponsonby--Distribution Centre Auckland, 233.51816666666664
Distribution Centre Auckland--Countdown Grey Lynn--Countdown Metro Halsey Street--Countdown Pt Chevalier--Distribution Centre Auckland, 237.80133333333333
Distribution Centre Auckland--Countdown Grey Lynn--Countdown Metro Halsey Street--Countdown St Lukes--Distribution Centre Auckland, 228.28783333333334
Distribution Centre Auckland--Countdown Grey Lynn Central--Countdown Metro Albert Street--Countdown Metro Halsey Street--Distribution Centre Auckland, 205.341
Distribution Centre Auckland--Countdown Grey Lynn Central--Countdown Metro Albert Street--Countdown Mt Eden--Distribution Centre Auckland, 235.39316666666667
Distribution Centre Auckland--Countdown Grey Lynn Central--Countdown Metro Albert Street--Countdown Mt Roskill--Distribution Centre Auckland, 238.94633333333334
Distribution Centre Auckland--Countdown Grey Lynn Central--Countdown Metro Albert Street--Countdown Newmarket--Distribution Centre Auckland, 238.76883333333333
Distribution Centre Auckland--Countdown Grey Lynn Central--Countdown Metro Albert Street--Countdown Onehunga--Distribution Centre Auckland, 235.73533333333333
Distribution Centre Auckland--Countdown Grey Lynn Central--Countdown Metro Albert Street--Countdown St Lukes--Distribution Centre Auckland, 236.47083333333333
Distribution Centre Auckland--Countdown Grey Lynn Central--Countdown Metro Halsey Street--Countdown Mt Eden--Distribution Centre Auckland, 232.02533333333332
Distribution Centre Auckland--Countdown Grey Lynn Central--Countdown Metro Halsey Street--Countdown Mt Roskill--Distribution Centre Auckland, 231.77283333333332
Distribution Centre Auckland--Countdown Grey Lynn Central--Countdown Metro Halsey Street--Countdown Newmarket--Distribution Centre Auckland, 233.48283333333333
Distribution Centre Auckland--Countdown Grey Lynn Central--Countdown Metro Halsey Street--Countdown Onehunga--Distribution Centre Auckland, 228.56199999999998
Distribution Centre Auckland--Countdown Grey Lynn Central--Countdown Metro Halsey Street--Countdown Ponsonby--Distribution Centre Auckland, 234.52766666666665
Distribution Centre Auckland--Countdown Grey Lynn Central--Countdown Metro Halsey Street--Countdown Pt Chevalier--Distribution Centre Auckland, 238.81083333333333
Distribution Centre Auckland--Countdown Grey Lynn Central--Countdown Metro Halsey Street--Countdown St Lukes--Distribution Centre Auckland, 229.29733333333334
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Metro Halsey Street--Countdown Mt Eden--Distribution Centre Auckland, 200.4741666666667
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Metro Halsey Street--Countdown Mt Roskill--Distribution Centre Auckland, 200.2216666666667
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Metro Halsey Street--Countdown Newmarket--Distribution Centre Auckland, 201.93166666666667
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Metro Halsey Street--Countdown Onehunga--Distribution Centre Auckland, 197.01083333333335
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Metro Halsey Street--Countdown Ponsonby--Distribution Centre Auckland, 202.9765
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Metro Halsey Street--Countdown Pt Chevalier--Distribution Centre Auckland, 207.25966666666667
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Metro Halsey Street--Countdown St Johns--Distribution Centre Auckland, 219.97433333333333
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Metro Halsey Street--Countdown St Lukes--Distribution Centre Auckland, 197.74616666666668
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Metro Halsey Street--Countdown Three Kings--Distribution Centre Auckland, 211.919
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Metro Halsey Street--Countdown Victoria Street West--Distribution Centre Auckland, 210.481
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Mt Eden--Countdown Mt Roskill--Distribution Centre Auckland, 228.29266666666666
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Mt Eden--Countdown Newmarket--Distribution Centre Auckland, 235.893
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Mt Eden--Countdown Onehunga--Distribution Centre Auckland, 227.063
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Mt Eden--Countdown St Lukes--Distribution Centre Auckland, 227.68
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Mt Eden--Countdown Three Kings--Distribution Centre Auckland, 239.84833333333333
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Mt Roskill--Countdown Onehunga--Distribution Centre Auckland, 230.6161666666667
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Mt Roskill--Countdown St Lukes--Distribution Centre Auckland, 236.024
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Newmarket--Countdown Onehunga--Distribution Centre Auckland, 230.43866666666665
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Newmarket--Countdown St Lukes--Distribution Centre Auckland, 231.17399999999998
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Newmarket--Countdown Three Kings--Distribution Centre Auckland, 237.7265
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Ponsonby--Countdown St Lukes--Distribution Centre Auckland, 232.58583333333334
Distribution Centre Auckland--Countdown Metro Albert Street--Countdown Pt Chevalier--Countdown St Lukes--Distribution Centre Auckland, 237.799
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown Mt Eden--Countdown Mt Roskill--Distribution Centre Auckland, 225.68933333333334
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown Mt Eden--Countdown Newmarket--Distribution Centre Auckland, 233.28966666666668
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown Mt Eden--Countdown Onehunga--Distribution Centre Auckland, 224.45966666666666
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown Mt Eden--Countdown Ponsonby--Distribution Centre Auckland, 239.63433333333333
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown Mt Eden--Countdown St Lukes--Distribution Centre Auckland, 225.07666666666668
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown Mt Eden--Countdown Three Kings--Distribution Centre Auckland, 237.245
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown Mt Roskill--Countdown Onehunga--Distribution Centre Auckland, 224.20716666666667
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown Mt Roskill--Countdown St Lukes--Distribution Centre Auckland, 229.615
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown Mt Roskill--Countdown Three Kings--Distribution Centre Auckland, 239.35883333333334
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown Newmarket--Countdown Onehunga--Distribution Centre Auckland, 225.91716666666665
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown Newmarket--Countdown Ponsonby--Distribution Centre Auckland, 236.10549999999998
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown Newmarket--Countdown Pt Chevalier--Distribution Centre Auckland, 236.16599999999997
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown Newmarket--Countdown St Lukes--Distribution Centre Auckland, 226.65249999999997
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown Newmarket--Countdown Three Kings--Distribution Centre Auckland, 233.20499999999998
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown Ponsonby--Countdown Pt Chevalier--Distribution Centre Auckland, 235.87216666666666
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown Ponsonby--Countdown St Lukes--Distribution Centre Auckland, 225.27766666666668
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown Pt Chevalier--Countdown St Lukes--Distribution Centre Auckland, 231.39
Distribution Centre Auckland--Countdown Metro Halsey Street--Countdown St Lukes--Countdown Three Kings--Distribution Centre Auckland, 234.75366666666667
Distribution Centre Auckland--Countdown Mt Eden--Countdown Mt Roskill--Countdown Onehunga--Distribution Centre Auckland, 235.05100000000002
SR2
Distribution Centre Auckland--Countdown Aviemore Drive--Countdown Botany Downs--Distribution Centre Auckland, 191.4135
Distribution Centre Auckland--Countdown Aviemore Drive--Countdown Highland Park--Distribution Centre Auckland, 180.15433333333334
Distribution Centre Auckland--Countdown Aviemore Drive--Countdown Howick--Distribution Centre Auckland, 197.55233333333337
Distribution Centre Auckland--Countdown Aviemore Drive--Countdown Meadowbank--Distribution Centre Auckland, 198.97666666666666
Distribution Centre Auckland--Countdown Aviemore Drive--Countdown Meadowlands--Distribution Centre Auckland, 194.01283333333333
Distribution Centre Auckland--Countdown Aviemore Drive--Countdown Mt Wellington--Distribution Centre Auckland, 191.51233333333332
Distribution Centre Auckland--Countdown Aviemore Drive--Countdown Pakuranga--Distribution Centre Auckland, 182.00283333333334
Distribution Centre Auckland--Countdown Aviemore Drive--Countdown Sylvia Park--Distribution Centre Auckland, 192.71683333333334
Distribution Centre Auckland--Countdown Aviemore Drive--FreshChoice Half Moon Bay--Distribution Centre Auckland, 162.24783333333335
Distribution Centre Auckland--Countdown Aviemore Drive--FreshChoice Otahuhu--Distribution Centre Auckland, 149.56
Distribution Centre Auckland--Countdown Botany Downs--Countdown Highland Park--Distribution Centre Auckland, 191.99783333333332
Distribution Centre Auckland--Countdown Botany Downs--Countdown Howick--Distribution Centre Auckland, 204.27566666666667
Distribution Centre Auckland--Countdown Botany Downs--Countdown Meadowbank--Distribution Centre Auckland, 203.57966666666667
Distribution Centre Auckland--Countdown Botany Downs--Countdown Meadowlands--Distribution Centre Auckland, 196.37400000000002
Distribution Centre Auckland--Countdown Botany Downs--Countdown Mt Wellington--Distribution Centre Auckland, 193.7365
Distribution Centre Auckland--Countdown Botany Downs--Countdown Pakuranga--Distribution Centre Auckland, 185.4325
Distribution Centre Auckland--Countdown Botany Downs--Countdown Sylvia Park--Distribution Centre Auckland, 194.94083333333336
Distribution Centre Auckland--Countdown Botany Downs--FreshChoice Half Moon Bay--Distribution Centre Auckland, 174.08183333333335
Distribution Centre Auckland--Countdown Botany Downs--FreshChoice Otahuhu--Distribution Centre Auckland, 149.494
Distribution Centre Auckland--Countdown Highland Park--Countdown Howick--Distribution Centre Auckland, 198.808
Distribution Centre Auckland--Countdown Highland Park--Countdown Meadowbank--Distribution Centre Auckland, 200.12916666666666
Distribution Centre Auckland--Countdown Highland Park--Countdown Meadowlands--Distribution Centre Auckland, 194.92766666666665
Distribution Centre Auckland--Countdown Highland Park--Countdown Mt Wellington--Distribution Centre Auckland, 192.66483333333335
Distribution Centre Auckland--Countdown Highland Park--Countdown Pakuranga--Distribution Centre Auckland, 183.15533333333332
Distribution Centre Auckland--Countdown Highland Park--Countdown Sylvia Park--Distribution Centre Auckland, 193.86916666666667
Distribution Centre Auckland--Countdown Highland Park--FreshChoice Half Moon Bay--Distribution Centre Auckland, 163.40033333333332
Distribution Centre Auckland--Countdown Highland Park--FreshChoice Otahuhu--Distribution Centre Auckland, 150.71233333333333
Distribution Centre Auckland--Countdown Howick--Countdown Meadowbank--Distribution Centre Auckland, 218.0725
Distribution Centre Auckland--Countdown Howick--Countdown Meadowlands--Distribution Centre Auckland, 203.87933333333336
Distribution Centre Auckland--Countdown Howick--Countdown Mt Wellington--Distribution Centre Auckland, 210.60816666666668
Distribution Centre Auckland--Countdown Howick--Countdown Pakuranga--Distribution Centre Auckland, 201.0986666666667
Distribution Centre Auckland--Countdown Howick--Countdown Sylvia Park--Distribution Centre Auckland, 211.81250000000003
Distribution Centre Auckland--Countdown Howick--FreshChoice Half Moon Bay--Distribution Centre Auckland, 178.12383333333332
Distribution Centre Auckland--Countdown Howick--FreshChoice Otahuhu--Distribution Centre Auckland, 165.76500000000001
Distribution Centre Auckland--Countdown Meadowbank--Countdown Meadowlands--Distribution Centre Auckland, 211.71050000000002
Distribution Centre Auckland--Countdown Meadowbank--Countdown Mt Wellington--Distribution Centre Auckland, 181.80783333333332
Distribution Centre Auckland--Countdown Meadowbank--Countdown Pakuranga--Distribution Centre Auckland, 184.84316666666666
Distribution Centre Auckland--Countdown Meadowbank--Countdown Sylvia Park--Distribution Centre Auckland, 183.193
Distribution Centre Auckland--Countdown Meadowbank--FreshChoice Half Moon Bay--Distribution Centre Auckland, 178.0435
Distribution Centre Auckland--Countdown Meadowbank--FreshChoice Otahuhu--Distribution Centre Auckland, 143.0725
Distribution Centre Auckland--Countdown Meadowlands--Countdown Mt Wellington--Distribution Centre Auckland, 202.106
Distribution Centre Auckland--Countdown Meadowlands--Countdown Pakuranga--Distribution Centre Auckland, 193.80183333333332
Distribution Centre Auckland--Countdown Meadowlands--Countdown Sylvia Park--Distribution Centre Auckland, 203.31033333333335
Distribution Centre Auckland--Countdown Meadowlands--FreshChoice Half Moon Bay--Distribution Centre Auckland, 177.12599999999998
Distribution Centre Auckland--Countdown Meadowlands--FreshChoice Otahuhu--Distribution Centre Auckland, 157.86333333333334
Distribution Centre Auckland--Countdown Mt Wellington--Countdown Pakuranga--Distribution Centre Auckland, 175.1755
Distribution Centre Auckland--Countdown Mt Wellington--Countdown Sylvia Park--Distribution Centre Auckland, 171.68800000000002
Distribution Centre Auckland--Countdown Mt Wellington--FreshChoice Half Moon Bay--Distribution Centre Auckland, 170.05083333333334
Distribution Centre Auckland--Countdown Mt Wellington--FreshChoice Otahuhu--Distribution Centre Auckland, 132.63549999999998
Distribution Centre Auckland--Countdown Pakuranga--Countdown Sylvia Park--Distribution Centre Auckland, 177.46533333333335
Distribution Centre Auckland--Countdown Pakuranga--FreshChoice Half Moon Bay--Distribution Centre Auckland, 162.13400000000001
Distribution Centre Auckland--Countdown Pakuranga--FreshChoice Otahuhu--Distribution Centre Auckland, 134.3085
Distribution Centre Auckland--Countdown Sylvia Park--FreshChoice Half Moon Bay--Distribution Centre Auckland, 172.14266666666668
Distribution Centre Auckland--Countdown Sylvia Park--FreshChoice Otahuhu--Distribution Centre Auckland, 129.87016666666665
Distribution Centre Auckland--FreshChoice Half Moon Bay--FreshChoice Otahuhu--Distribution Centre Auckland, 129.18383333333333
Distribution Centre Auckland--Countdown Aviemore Drive--Countdown Botany Downs--FreshChoice Otahuhu--Distribution Centre Auckland, 221.54616666666666
Distribution Centre Auckland--Countdown Aviemore Drive--Countdown Highland Park--FreshChoice Half Moon Bay--Distribution Centre Auckland, 224.25550000000004
Distribution Centre Auckland--Countdown Aviemore Drive--Countdown Highland Park--FreshChoice Otahuhu--Distribution Centre Auckland, 211.56750000000002
Distribution Centre Auckland--Countdown Aviemore Drive--Countdown Howick--FreshChoice Otahuhu--Distribution Centre Auckland, 227.68500000000003
Distribution Centre Auckland--Countdown Aviemore Drive--Countdown Meadowbank--FreshChoice Otahuhu--Distribution Centre Auckland, 229.10933333333332
Distribution Centre Auckland--Countdown Aviemore Drive--Countdown Meadowlands--FreshChoice Otahuhu--Distribution Centre Auckland, 224.1455
Distribution Centre Auckland--Countdown Aviemore Drive--Countdown Mt Wellington--FreshChoice Otahuhu--Distribution Centre Auckland, 221.64499999999998
Distribution Centre Auckland--Countdown Aviemore Drive--Countdown Pakuranga--FreshChoice Otahuhu--Distribution Centre Auckland, 213.416
Distribution Centre Auckland--Countdown Aviemore Drive--Countdown Sylvia Park--FreshChoice Otahuhu--Distribution Centre Auckland, 222.8495
Distribution Centre Auckland--Countdown Aviemore Drive--FreshChoice Half Moon Bay--FreshChoice Otahuhu--Distribution Centre Auckland, 193.661
Distribution Centre Auckland--Countdown Botany Downs--Countdown Highland Park--FreshChoice Half Moon Bay--Distribution Centre Auckland, 236.099
Distribution Centre Auckland--Countdown Botany Downs--Countdown Highland Park--FreshChoice Otahuhu--Distribution Centre Auckland, 223.411
Distribution Centre Auckland--Countdown Botany Downs--Countdown Howick--FreshChoice Otahuhu--Distribution Centre Auckland, 234.40833333333333
Distribution Centre Auckland--Countdown Botany Downs--Countdown Meadowbank--FreshChoice Otahuhu--Distribution Centre Auckland, 233.71233333333333
Distribution Centre Auckland--Countdown Botany Downs--Countdown Meadowlands--FreshChoice Otahuhu--Distribution Centre Auckland, 226.5066666666667
Distribution Centre Auckland--Countdown Botany Downs--Countdown Mt Wellington--FreshChoice Otahuhu--Distribution Centre Auckland, 223.86916666666667
Distribution Centre Auckland--Countdown Botany Downs--Countdown Pakuranga--FreshChoice Otahuhu--Distribution Centre Auckland, 216.84566666666666
Distribution Centre Auckland--Countdown Botany Downs--Countdown Sylvia Park--FreshChoice Otahuhu--Distribution Centre Auckland, 225.07350000000002
Distribution Centre Auckland--Countdown Botany Downs--FreshChoice Half Moon Bay--FreshChoice Otahuhu--Distribution Centre Auckland, 205.495
Distribution Centre Auckland--Countdown Highland Park--Countdown Howick--FreshChoice Otahuhu--Distribution Centre Auckland, 228.94066666666666
Distribution Centre Auckland--Countdown Highland Park--Countdown Meadowbank--FreshChoice Otahuhu--Distribution Centre Auckland, 230.26183333333333
Distribution Centre Auckland--Countdown Highland Park--Countdown Meadowlands--FreshChoice Otahuhu--Distribution Centre Auckland, 225.06033333333332
Distribution Centre Auckland--Countdown Highland Park--Countdown Mt Wellington--FreshChoice Otahuhu--Distribution Centre Auckland, 222.7975
Distribution Centre Auckland--Countdown Highland Park--Countdown Pakuranga--FreshChoice Otahuhu--Distribution Centre Auckland, 214.5685
Distribution Centre Auckland--Countdown Highland Park--Countdown Sylvia Park--FreshChoice Otahuhu--Distribution Centre Auckland, 224.00183333333334
Distribution Centre Auckland--Countdown Highland Park--FreshChoice Half Moon Bay--FreshChoice Otahuhu--Distribution Centre Auckland, 194.8135
Distribution Centre Auckland--Countdown Howick--Countdown Meadowlands--FreshChoice Otahuhu--Distribution Centre Auckland, 234.01200000000003
Distribution Centre Auckland--Countdown Howick--Countdown Pakuranga--FreshChoice Otahuhu--Distribution Centre Auckland, 232.51183333333336
Distribution Centre Auckland--Countdown Howick--FreshChoice Half Moon Bay--FreshChoice Otahuhu--Distribution Centre Auckland, 209.537
Distribution Centre Auckland--Countdown Meadowbank--Countdown Mt Wellington--FreshChoice Otahuhu--Distribution Centre Auckland, 211.9405
Distribution Centre Auckland--Countdown Meadowbank--Countdown Pakuranga--FreshChoice Otahuhu--Distribution Centre Auckland, 216.25633333333332
Distribution Centre Auckland--Countdown Meadowbank--Countdown Sylvia Park--FreshChoice Otahuhu--Distribution Centre Auckland, 213.32566666666668
Distribution Centre Auckland--Countdown Meadowbank--FreshChoice Half Moon Bay--FreshChoice Otahuhu--Distribution Centre Auckland, 209.45666666666668
Distribution Centre Auckland--Countdown Meadowlands--Countdown Mt Wellington--FreshChoice Otahuhu--Distribution Centre Auckland, 232.23866666666666
Distribution Centre Auckland--Countdown Meadowlands--Countdown Pakuranga--FreshChoice Otahuhu--Distribution Centre Auckland, 225.215
Distribution Centre Auckland--Countdown Meadowlands--Countdown Sylvia Park--FreshChoice Otahuhu--Distribution Centre Auckland, 233.443
Distribution Centre Auckland--Countdown Meadowlands--FreshChoice Half Moon Bay--FreshChoice Otahuhu--Distribution Centre Auckland, 208.53916666666666
Distribution Centre Auckland--Countdown Mt Wellington--Countdown Pakuranga--FreshChoice Half Moon Bay--Distribution Centre Auckland, 234.41416666666663
Distribution Centre Auckland--Countdown Mt Wellington--Countdown Pakuranga--FreshChoice Otahuhu--Distribution Centre Auckland, 206.58866666666665
Distribution Centre Auckland--Countdown Mt Wellington--Countdown Sylvia Park--FreshChoice Otahuhu--Distribution Centre Auckland, 201.82066666666668
Distribution Centre Auckland--Countdown Mt Wellington--FreshChoice Half Moon Bay--FreshChoice Otahuhu--Distribution Centre Auckland, 201.464
Distribution Centre Auckland--Countdown Pakuranga--Countdown Sylvia Park--FreshChoice Otahuhu--Distribution Centre Auckland, 207.598
Distribution Centre Auckland--Countdown Pakuranga--FreshChoice Half Moon Bay--FreshChoice Otahuhu--Distribution Centre Auckland, 193.54716666666667
Distribution Centre Auckland--Countdown Sylvia Park--FreshChoice Half Moon Bay--FreshChoice Otahuhu--Distribution Centre Auckland, 203.55583333333334
SR4
Distribution Centre Auckland--Countdown Birkenhead--Countdown Glenfield--Distribution Centre Auckland, 205.70383333333334
Distribution Centre Auckland--Countdown Birkenhead--Countdown Hauraki Corner--Distribution Centre Auckland, 207.71816666666666
Distribution Centre Auckland--Countdown Birkenhead--Countdown Mairangi Bay--Distribution Centre Auckland, 229.99066666666667
Distribution Centre Auckland--Countdown Birkenhead--Countdown Milford--Distribution Centre Auckland, 220.137
Distribution Centre Auckland--Countdown Birkenhead--Countdown Northcote--Distribution Centre Auckland, 198.33533333333332
Distribution Centre Auckland--Countdown Birkenhead--Countdown Sunnynook--Distribution Centre Auckland, 220.1035
Distribution Centre Auckland--Countdown Birkenhead--Countdown Takapuna--Distribution Centre Auckland, 203.466
Distribution Centre Auckland--Countdown Browns Bay--Countdown Northcote--Distribution Centre Auckland, 238.40616666666665
Distribution Centre Auckland--Countdown Browns Bay--Countdown Takapuna--Distribution Centre Auckland, 238.12133333333333
Distribution Centre Auckland--Countdown Glenfield--Countdown Hauraki Corner--Distribution Centre Auckland, 214.14416666666665
